ID_planta,SP,b0,a0,a1
3,20.0,0.0346655800301,-1.51862851232,0.565665297817
3,20.0,0.0347317161638,-1.51792637038,0.564931983733
3,20.0,0.034748122565,-1.51704610348,0.564164270082
3,20.0,0.0347150820794,-1.51745041252,0.564635068052
3,20.0,0.034794229857,-1.5167526917,0.563916200604
3,20.0,0.0348107437164,-1.5157476163,0.563021844516
3,20.0,0.0347957607539,-1.5159045825,0.563208797702
3,20.0,0.0348030028474,-1.51587033717,0.563165358086
3,20.0,0.0347923883941,-1.51558716282,0.562943646258
3,20.0,0.0348078152914,-1.51550248419,0.562842688207
3,20.0,0.0347989300293,-1.51493534123,0.562375991992
3,20.0,0.0348043100123,-1.51488913406,0.562327208694
3,20.0,0.0348037121493,-1.51488128516,0.562320716232
3,20.0,0.034790703933,-1.51460753197,0.562105861578
3,20.0,0.0347873647616,-1.51462445846,0.562125804784
3,20.0,0.0347795187775,-1.5145569913,0.562074767702
3,20.0,0.0347696639149,-1.51450246111,0.562040737986
3,20.0,0.0347602580191,-1.51447835429,0.562033083461
3,20.0,0.034743662115,-1.5144206278,0.562004917665
3,20.0,0.0347793794654,-1.51439213655,0.561940348095
3,20.0,0.0348067827416,-1.5127709475,0.560529846418
3,20.0,0.0348059722857,-1.51278171582,0.560540638627
3,20.0,0.0348197565379,-1.51286747171,0.560613176264
3,20.0,0.0348161964375,-1.51258878092,0.560368842164
3,20.0,0.0347929516606,-1.51253299365,0.560377396401
3,20.0,0.0348294448992,-1.51226808009,0.560099540625
3,20.0,0.0348253972722,-1.51144271885,0.559372689563
3,20.0,0.0348377137042,-1.51134665103,0.559270072593
3,20.0,0.0348333020454,-1.51123947711,0.55917964592
3,20.0,0.0348188419787,-1.51112697076,0.559112664466
3,20.0,0.034842600636,-1.51101391501,0.558977956021
3,20.0,0.0348438540294,-1.51034500137,0.55840796771
3,20.0,0.0348482526504,-1.51030184926,0.558361515666
3,20.0,0.0348354612939,-1.51013390311,0.558232054557
3,20.0,0.0348362221269,-1.51013200829,0.558229341251
3,20.0,0.0348336244799,-1.51009381993,0.558199114153
3,20.0,0.034816704261,-1.50988970968,0.558062351627
3,20.0,0.0348499270213,-1.50964017208,0.557798764215
3,20.0,0.0348476908129,-1.50882826103,0.557087923577
3,20.0,0.0348726427773,-1.50860926748,0.556857730391
3,20.0,0.0348700427455,-1.50842090887,0.556695108093
3,20.0,0.0348604870121,-1.50838484002,0.556692604046
3,20.0,0.0348625351837,-1.50837598138,0.556680782014
3,20.0,0.0348451478803,-1.50808819509,0.556468880417
3,20.0,0.0349252604001,-1.5074363872,0.555797376027
3,20.0,0.0349825141141,-1.50503616725,0.553649846055
3,20.0,0.0349829808552,-1.50502903844,0.553642730765
3,20.0,0.034989815711,-1.50506797337,0.553675658579
3,20.0,0.0349785429853,-1.50465943198,0.553317844009
3,20.0,0.0349927383442,-1.50461083924,0.553257555465
3,20.0,0.0349853204564,-1.50414390466,0.552859319926
3,20.0,0.0349867034678,-1.50413421274,0.552848641716
3,20.0,0.0349886703234,-1.50415850703,0.552868130567
3,20.0,0.0349784895778,-1.50377505542,0.552566140981
3,20.0,0.0350053155514,-1.50353011649,0.552311583821
3,20.0,0.0350021743606,-1.50326563311,0.552080757598
3,20.0,0.0349911982388,-1.50326540611,0.55210776448
3,20.0,0.0350072511604,-1.5032141347,0.552036331106
3,20.0,0.0350095287506,-1.50240685201,0.551360147849
3,20.0,0.0350412558228,-1.50202761322,0.550979316206
3,20.0,0.0350462101501,-1.50223913894,0.551167490333
3,20.0,0.0350596851829,-1.50120040309,0.550308596554
3,20.0,0.0351072595798,-1.50054779366,0.549665508725
3,20.0,0.0351050664301,-1.50045702686,0.549582759329
3,20.0,0.0350932088053,-1.50020951735,0.54938602585
3,20.0,0.0350982958086,-1.50017965462,0.54935267013
3,20.0,0.0350923399732,-1.50006627464,0.549258089822
3,20.0,0.0350847374798,-1.50003770656,0.549245963518
3,20.0,0.0350902048294,-1.50004655755,0.549245123274
3,20.0,0.0350858105396,-1.49980370322,0.549051342129
3,20.0,0.0350738151836,-1.49988899452,0.549152750366
3,20.0,0.0350580326618,-1.49991013508,0.549191185511
3,20.0,0.0350970003935,-1.49990929725,0.549160723806
3,20.0,0.0351313605959,-1.49825391812,0.547694409308
3,20.0,0.0351400839276,-1.49812416901,0.547564405791
